Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed
0 days 02:46:24.014000,29.5,76.0,1010.0,False,35.0,168,1.7
0 days 02:47:24.014000,29.5,76.0,1010.0,False,34.9,171,1.7
0 days 02:49:24.012000,29.4,76.0,1010.0,False,34.8,176,2.0
0 days 01:03:23.804000,29.8,72.0,1008.5,False,36.7,156,1.1
0 days 01:05:23.818000,29.8,72.0,1008.7,False,37.2,188,1.7
0 days 01:06:23.817000,29.9,71.0,1008.7,False,37.3,168,1.0
0 days 01:08:23.832000,29.9,71.0,1008.7,False,37.2,183,1.2
0 days 01:10:23.830000,29.9,71.0,1008.7,False,37.0,163,1.2
0 days 01:11:23.830000,30.0,71.0,1008.9,False,36.7,172,1.7
0 days 01:13:23.828000,30.0,72.0,1008.9,False,36.8,163,1.2
0 days 01:15:23.843000,30.0,72.0,1008.9,False,36.5,161,1.7
0 days 01:16:23.842000,30.0,72.0,1009.0,False,36.3,163,1.7
0 days 01:18:23.841000,30.0,73.0,1009.0,False,36.2,175,1.2
0 days 01:20:23.839000,30.0,72.0,1009.0,False,36.8,145,1.1
0 days 01:21:23.838000,30.1,72.0,1009.0,False,36.8,138,2.0
0 days 01:23:23.837000,30.1,72.0,1009.0,False,36.6,158,1.5
0 days 01:25:23.836000,30.1,72.0,1009.0,False,36.4,156,1.2
0 days 01:26:23.835000,30.1,72.0,1009.0,False,36.4,169,1.6
0 days 01:28:23.849000,30.1,72.0,1009.0,False,36.4,173,1.6
0 days 01:30:23.848000,30.1,73.0,1009.0,False,36.5,189,1.2
0 days 01:31:23.847000,30.0,73.0,1009.0,False,36.5,181,1.0
0 days 01:33:23.846000,30.0,73.0,1009.0,False,36.3,187,1.1
0 days 01:35:23.844000,30.0,73.0,1009.2,False,36.2,158,1.6
0 days 01:37:23.843000,30.0,73.0,1009.2,False,36.3,154,1.6
0 days 01:40:23.857000,30.0,72.0,1009.2,False,36.2,155,1.6
0 days 01:42:23.840000,30.0,72.0,1009.2,False,36.0,160,1.6
0 days 01:44:23.854000,29.9,73.0,1009.2,False,36.1,166,1.5
0 days 01:46:23.852000,29.9,72.0,1009.2,False,36.0,171,1.7
0 days 01:47:23.852000,29.8,72.0,1009.2,False,36.0,161,1.2
0 days 01:49:23.850000,29.9,72.0,1009.2,False,36.1,167,1.7
0 days 01:51:23.849000,30.0,73.0,1009.2,False,35.7,165,1.3
0 days 01:52:23.864000,30.0,73.0,1009.4,False,35.7,189,1.6
0 days 01:54:23.894000,30.0,74.0,1009.2,False,35.9,181,1.0
0 days 01:56:23.908000,30.0,74.0,1009.5,False,35.9,188,0.8
0 days 01:57:23.923000,30.0,73.0,1009.5,False,35.9,185,1.2
0 days 01:59:23.906000,30.0,74.0,1009.5,False,35.9,168,1.5
0 days 02:01:23.905000,30.0,74.0,1009.5,False,35.9,153,1.5
0 days 02:02:23.904000,30.0,74.0,1009.5,False,35.9,166,1.5
0 days 02:04:23.934000,29.9,74.0,1009.5,False,35.4,180,1.7
0 days 02:06:23.948000,29.9,74.0,1009.7,False,35.3,165,1.7
0 days 02:07:23.963000,29.8,74.0,1009.7,False,35.5,183,1.8
0 days 02:09:23.993000,29.8,74.0,1009.7,False,35.5,165,2.0
0 days 02:11:23.991000,29.7,74.0,1009.7,False,35.5,189,1.7
0 days 02:12:23.991000,29.8,75.0,1009.7,False,35.5,171,1.7
0 days 02:14:23.989000,29.8,74.0,1009.7,False,35.5,167,2.0
0 days 02:16:24.004000,29.7,74.0,1009.9,False,34.8,183,2.4
0 days 02:17:23.987000,29.7,74.0,1009.9,False,34.9,174,1.6
0 days 02:20:24.001000,29.6,74.0,1009.9,False,35.3,165,2.0
0 days 02:22:24,29.6,74.0,1009.9,False,35.0,163,2.4
0 days 02:23:23.999000,29.5,75.0,1009.9,False,35.0,168,2.2
0 days 02:25:23.997000,29.5,75.0,1009.9,False,34.9,173,1.6
0 days 02:26:23.997000,29.6,75.0,1009.9,False,34.8,167,1.7
0 days 02:28:23.995000,29.6,75.0,1010.0,False,34.9,134,1.8
0 days 02:30:24.010000,29.6,75.0,1010.0,False,35.2,156,1.8
0 days 02:31:24.009000,29.6,75.0,1010.0,False,35.6,178,1.7
0 days 02:33:24.008000,29.6,75.0,1010.0,False,34.9,164,2.2
0 days 02:35:24.006000,29.6,75.0,1010.0,False,34.6,172,1.5
0 days 02:36:24.006000,29.6,76.0,1009.9,False,34.6,174,1.3
0 days 02:38:24.004000,29.5,76.0,1010.0,False,34.8,167,1.8
0 days 02:40:24.003000,29.6,76.0,1010.0,False,34.8,179,2.0
0 days 02:41:24.002000,29.6,76.0,1010.0,False,34.8,173,1.7
0 days 02:43:24.016000,29.5,76.0,1010.2,False,35.0,173,2.0
0 days 02:45:24.015000,29.5,76.0,1010.2,False,35.1,191,1.8
0 days 02:46:24.014000,29.5,76.0,1010.0,False,35.0,168,1.7
0 days 02:48:24.013000,29.5,76.0,1010.2,False,34.9,185,2.2
0 days 01:03:23.804000,29.8,72.0,1008.5,False,36.7,156,1.1
0 days 01:05:23.818000,29.8,72.0,1008.7,False,37.2,188,1.7
0 days 01:06:23.817000,29.9,71.0,1008.7,False,37.3,168,1.0
0 days 01:08:23.832000,29.9,71.0,1008.7,False,37.2,183,1.2
0 days 01:10:23.830000,29.9,71.0,1008.7,False,37.0,163,1.2
0 days 01:12:23.829000,30.0,72.0,1008.9,False,36.8,162,1.5
0 days 01:13:23.828000,30.0,72.0,1008.9,False,36.8,163,1.2
0 days 01:15:23.843000,30.0,72.0,1008.9,False,36.5,161,1.7
0 days 01:17:23.826000,30.0,73.0,1009.0,False,36.6,168,1.7
0 days 01:18:23.841000,30.0,73.0,1009.0,False,36.2,175,1.2
0 days 01:20:23.839000,30.0,72.0,1009.0,False,36.8,145,1.1
0 days 01:22:23.838000,30.0,72.0,1009.0,False,36.8,181,1.5
0 days 01:23:23.837000,30.1,72.0,1009.0,False,36.6,158,1.5
0 days 01:25:23.836000,30.1,72.0,1009.0,False,36.4,156,1.2
0 days 01:27:23.834000,30.1,72.0,1009.0,False,36.4,160,1.6
0 days 01:28:23.849000,30.1,72.0,1009.0,False,36.4,173,1.6
0 days 01:30:23.848000,30.1,73.0,1009.0,False,36.5,189,1.2
0 days 01:32:23.847000,30.0,73.0,1009.0,False,36.4,185,1.3
0 days 01:33:23.846000,30.0,73.0,1009.0,False,36.3,187,1.1
0 days 01:36:23.844000,30.0,72.0,1009.2,False,36.2,170,1.7
0 days 01:39:23.842000,30.0,72.0,1009.2,False,36.4,175,1.2
0 days 01:41:23.840000,29.9,72.0,1009.2,False,36.0,159,1.2
0 days 01:43:23.854000,29.9,72.0,1009.2,False,36.1,152,1.5
0 days 01:45:23.853000,29.9,72.0,1009.2,False,35.9,183,1.8
0 days 01:46:23.852000,29.9,72.0,1009.2,False,36.0,171,1.7
0 days 01:48:23.851000,29.9,72.0,1009.2,False,36.2,168,1.7
0 days 01:50:23.850000,30.0,72.0,1009.2,False,36.1,176,1.5
0 days 01:51:23.849000,30.0,73.0,1009.2,False,35.7,165,1.3
0 days 01:53:23.863000,30.0,74.0,1009.4,False,35.9,179,1.0
0 days 01:55:23.909000,30.0,74.0,1009.5,False,35.9,188,0.8
0 days 01:56:23.908000,30.0,74.0,1009.5,False,35.9,188,0.8
0 days 01:58:23.907000,30.0,74.0,1009.4,False,35.9,163,0.8
0 days 02:00:23.905000,30.0,74.0,1009.4,False,35.9,178,1.3
0 days 02:01:23.905000,30.0,74.0,1009.5,False,35.9,153,1.5
0 days 02:03:23.919000,30.0,74.0,1009.5,False,35.5,158,1.7
0 days 02:05:23.949000,29.9,74.0,1009.5,False,35.5,158,1.8
0 days 02:06:23.948000,29.9,74.0,1009.7,False,35.3,165,1.7
0 days 02:08:23.978000,29.8,74.0,1009.7,False,35.5,168,2.2
0 days 02:10:23.992000,29.7,75.0,1009.7,False,35.5,171,1.8
0 days 02:11:23.991000,29.7,74.0,1009.7,False,35.5,189,1.7
0 days 02:13:23.990000,29.8,75.0,1009.7,False,35.5,169,1.8
0 days 02:15:23.989000,29.8,74.0,1009.9,False,35.3,161,1.7
0 days 02:16:24.004000,29.7,74.0,1009.9,False,34.8,183,2.4
0 days 02:19:23.986000,29.6,74.0,1009.9,False,35.3,175,2.2
0 days 02:21:24,29.6,74.0,1009.9,False,35.1,174,2.5
0 days 02:23:23.999000,29.5,75.0,1009.9,False,35.0,168,2.2
0 days 02:24:23.998000,29.5,75.0,1009.9,False,34.9,181,2.2
0 days 02:26:23.997000,29.6,75.0,1009.9,False,34.8,167,1.7
0 days 02:28:23.995000,29.6,75.0,1010.0,False,34.9,134,1.8
0 days 02:29:23.995000,29.6,75.0,1010.0,False,35.2,178,1.2
0 days 02:31:24.009000,29.6,75.0,1010.0,False,35.6,178,1.7
0 days 02:33:24.008000,29.6,75.0,1010.0,False,34.9,164,2.2
0 days 02:34:24.007000,29.6,75.0,1010.0,False,34.8,162,2.0
0 days 02:36:24.006000,29.6,76.0,1009.9,False,34.6,174,1.3
0 days 02:38:24.004000,29.5,76.0,1010.0,False,34.8,167,1.8
0 days 02:39:24.004000,29.5,76.0,1010.0,False,34.8,177,1.7
0 days 02:41:24.002000,29.6,76.0,1010.0,False,34.8,173,1.7
0 days 02:42:24.001000,29.5,76.0,1010.2,False,34.9,160,2.0
0 days 02:44:24.016000,29.5,76.0,1010.0,False,35.2,173,1.5
0 days 02:46:24.014000,29.5,76.0,1010.0,False,35.0,168,1.7
0 days 02:47:24.014000,29.5,76.0,1010.0,False,34.9,171,1.7
0 days 02:49:24.012000,29.4,76.0,1010.0,False,34.8,176,2.0
0 days 01:03:23.804000,29.8,72.0,1008.5,False,36.7,156,1.1
0 days 01:05:23.818000,29.8,72.0,1008.7,False,37.2,188,1.7
0 days 01:06:23.817000,29.9,71.0,1008.7,False,37.3,168,1.0
0 days 01:08:23.832000,29.9,71.0,1008.7,False,37.2,183,1.2
0 days 01:10:23.830000,29.9,71.0,1008.7,False,37.0,163,1.2
0 days 01:11:23.830000,30.0,71.0,1008.9,False,36.7,172,1.7
0 days 01:13:23.828000,30.0,72.0,1008.9,False,36.8,163,1.2
0 days 01:15:23.843000,30.0,72.0,1008.9,False,36.5,161,1.7
0 days 01:16:23.842000,30.0,72.0,1009.0,False,36.3,163,1.7
0 days 01:18:23.841000,30.0,73.0,1009.0,False,36.2,175,1.2
0 days 01:20:23.839000,30.0,72.0,1009.0,False,36.8,145,1.1
0 days 01:22:23.838000,30.0,72.0,1009.0,False,36.8,181,1.5
0 days 01:23:23.837000,30.1,72.0,1009.0,False,36.6,158,1.5
0 days 01:25:23.836000,30.1,72.0,1009.0,False,36.4,156,1.2
0 days 01:27:23.834000,30.1,72.0,1009.0,False,36.4,160,1.6
0 days 01:28:23.849000,30.1,72.0,1009.0,False,36.4,173,1.6
0 days 01:30:23.848000,30.1,73.0,1009.0,False,36.5,189,1.2
0 days 01:32:23.847000,30.0,73.0,1009.0,False,36.4,185,1.3
0 days 01:33:23.846000,30.0,73.0,1009.0,False,36.3,187,1.1
0 days 01:35:23.844000,30.0,73.0,1009.2,False,36.2,158,1.6
0 days 01:37:23.843000,30.0,73.0,1009.2,False,36.3,154,1.6
0 days 01:40:23.857000,30.0,72.0,1009.2,False,36.2,155,1.6
0 days 01:42:23.840000,30.0,72.0,1009.2,False,36.0,160,1.6
0 days 01:44:23.854000,29.9,73.0,1009.2,False,36.1,166,1.5
0 days 01:46:23.852000,29.9,72.0,1009.2,False,36.0,171,1.7
0 days 01:47:23.852000,29.8,72.0,1009.2,False,36.0,161,1.2
0 days 01:49:23.850000,29.9,72.0,1009.2,False,36.1,167,1.7
0 days 01:51:23.849000,30.0,73.0,1009.2,False,35.7,165,1.3
0 days 01:52:23.864000,30.0,73.0,1009.4,False,35.7,189,1.6
0 days 01:54:23.894000,30.0,74.0,1009.2,False,35.9,181,1.0
0 days 01:56:23.908000,30.0,74.0,1009.5,False,35.9,188,0.8
0 days 01:57:23.923000,30.0,73.0,1009.5,False,35.9,185,1.2
0 days 01:59:23.906000,30.0,74.0,1009.5,False,35.9,168,1.5
0 days 02:01:23.905000,30.0,74.0,1009.5,False,35.9,153,1.5
0 days 02:03:23.919000,30.0,74.0,1009.5,False,35.5,158,1.7
0 days 02:04:23.934000,29.9,74.0,1009.5,False,35.4,180,1.7
0 days 02:06:23.948000,29.9,74.0,1009.7,False,35.3,165,1.7
0 days 02:08:23.978000,29.8,74.0,1009.7,False,35.5,168,2.2
0 days 02:09:23.993000,29.8,74.0,1009.7,False,35.5,165,2.0
0 days 02:11:23.991000,29.7,74.0,1009.7,False,35.5,189,1.7
0 days 02:13:23.990000,29.8,75.0,1009.7,False,35.5,169,1.8
0 days 02:15:23.989000,29.8,74.0,1009.9,False,35.3,161,1.7
0 days 02:16:24.004000,29.7,74.0,1009.9,False,34.8,183,2.4
0 days 02:18:24.002000,29.7,75.0,1009.9,False,35.3,153,2.2
0 days 02:21:24,29.6,74.0,1009.9,False,35.1,174,2.5
0 days 02:23:23.999000,29.5,75.0,1009.9,False,35.0,168,2.2
0 days 02:24:23.998000,29.5,75.0,1009.9,False,34.9,181,2.2
0 days 02:26:23.997000,29.6,75.0,1009.9,False,34.8,167,1.7
0 days 02:28:23.995000,29.6,75.0,1010.0,False,34.9,134,1.8
0 days 02:29:23.995000,29.6,75.0,1010.0,False,35.2,178,1.2
0 days 02:31:24.009000,29.6,75.0,1010.0,False,35.6,178,1.7
0 days 02:32:24.008000,29.7,75.0,1010.0,False,35.3,180,1.7
0 days 02:34:24.007000,29.6,75.0,1010.0,False,34.8,162,2.0
0 days 02:36:24.006000,29.6,76.0,1009.9,False,34.6,174,1.3
0 days 02:37:24.005000,29.5,76.0,1010.0,False,34.8,157,1.8
0 days 02:39:24.004000,29.5,76.0,1010.0,False,34.8,177,1.7
0 days 02:41:24.002000,29.6,76.0,1010.0,False,34.8,173,1.7
0 days 02:42:24.001000,29.5,76.0,1010.2,False,34.9,160,2.0
0 days 02:44:24.016000,29.5,76.0,1010.0,False,35.2,173,1.5
0 days 02:46:24.014000,29.5,76.0,1010.0,False,35.0,168,1.7
0 days 02:47:24.014000,29.5,76.0,1010.0,False,34.9,171,1.7
0 days 02:49:24.012000,29.4,76.0,1010.0,False,34.8,176,2.0
0 days 01:03:23.804000,29.8,72.0,1008.5,False,36.7,156,1.1
0 days 01:03:23.804000,29.8,72.0,1008.5,False,36.7,156,1.1
0 days 01:05:23.818000,29.8,72.0,1008.7,False,37.2,188,1.7
0 days 01:06:23.817000,29.9,71.0,1008.7,False,37.3,168,1.0
0 days 01:08:23.832000,29.9,71.0,1008.7,False,37.2,183,1.2
0 days 01:10:23.830000,29.9,71.0,1008.7,False,37.0,163,1.2
0 days 01:12:23.829000,30.0,72.0,1008.9,False,36.8,162,1.5
0 days 01:13:23.828000,30.0,72.0,1008.9,False,36.8,163,1.2
0 days 01:15:23.843000,30.0,72.0,1008.9,False,36.5,161,1.7
0 days 01:17:23.826000,30.0,73.0,1009.0,False,36.6,168,1.7
0 days 01:18:23.841000,30.0,73.0,1009.0,False,36.2,175,1.2
0 days 01:20:23.839000,30.0,72.0,1009.0,False,36.8,145,1.1
0 days 01:22:23.838000,30.0,72.0,1009.0,False,36.8,181,1.5
0 days 01:23:23.837000,30.1,72.0,1009.0,False,36.6,158,1.5
0 days 01:25:23.836000,30.1,72.0,1009.0,False,36.4,156,1.2
0 days 01:27:23.834000,30.1,72.0,1009.0,False,36.4,160,1.6
0 days 01:28:23.849000,30.1,72.0,1009.0,False,36.4,173,1.6
0 days 01:30:23.848000,30.1,73.0,1009.0,False,36.5,189,1.2
0 days 01:32:23.847000,30.0,73.0,1009.0,False,36.4,185,1.3
0 days 01:33:23.846000,30.0,73.0,1009.0,False,36.3,187,1.1
0 days 01:35:23.844000,30.0,73.0,1009.2,False,36.2,158,1.6
0 days 01:37:23.843000,30.0,73.0,1009.2,False,36.3,154,1.6
0 days 01:40:23.857000,30.0,72.0,1009.2,False,36.2,155,1.6
0 days 01:42:23.840000,30.0,72.0,1009.2,False,36.0,160,1.6
0 days 01:44:23.854000,29.9,73.0,1009.2,False,36.1,166,1.5
0 days 01:46:23.852000,29.9,72.0,1009.2,False,36.0,171,1.7
0 days 01:47:23.852000,29.8,72.0,1009.2,False,36.0,161,1.2
0 days 01:49:23.850000,29.9,72.0,1009.2,False,36.1,167,1.7
0 days 01:51:23.849000,30.0,73.0,1009.2,False,35.7,165,1.3
0 days 01:53:23.863000,30.0,74.0,1009.4,False,35.9,179,1.0
0 days 01:54:23.894000,30.0,74.0,1009.2,False,35.9,181,1.0
0 days 01:56:23.908000,30.0,74.0,1009.5,False,35.9,188,0.8
0 days 01:58:23.907000,30.0,74.0,1009.4,False,35.9,163,0.8
0 days 01:59:23.906000,30.0,74.0,1009.5,False,35.9,168,1.5
0 days 02:01:23.905000,30.0,74.0,1009.5,False,35.9,153,1.5
0 days 02:03:23.919000,30.0,74.0,1009.5,False,35.5,158,1.7
0 days 02:04:23.934000,29.9,74.0,1009.5,False,35.4,180,1.7
0 days 02:06:23.948000,29.9,74.0,1009.7,False,35.3,165,1.7
0 days 02:08:23.978000,29.8,74.0,1009.7,False,35.5,168,2.2
0 days 02:09:23.993000,29.8,74.0,1009.7,False,35.5,165,2.0
0 days 02:11:23.991000,29.7,74.0,1009.7,False,35.5,189,1.7
0 days 02:13:23.990000,29.8,75.0,1009.7,False,35.5,169,1.8
0 days 02:14:23.989000,29.8,74.0,1009.7,False,35.5,167,2.0
0 days 02:16:24.004000,29.7,74.0,1009.9,False,34.8,183,2.4
0 days 02:18:24.002000,29.7,75.0,1009.9,False,35.3,153,2.2
0 days 02:21:24,29.6,74.0,1009.9,False,35.1,174,2.5
0 days 02:22:24,29.6,74.0,1009.9,False,35.0,163,2.4
0 days 02:24:23.998000,29.5,75.0,1009.9,False,34.9,181,2.2
0 days 02:26:23.997000,29.6,75.0,1009.9,False,34.8,167,1.7
0 days 02:27:23.996000,29.5,75.0,1010.0,False,35.0,161,1.8
0 days 02:29:23.995000,29.6,75.0,1010.0,False,35.2,178,1.2
0 days 02:31:24.009000,29.6,75.0,1010.0,False,35.6,178,1.7
0 days 02:32:24.008000,29.7,75.0,1010.0,False,35.3,180,1.7
0 days 02:34:24.007000,29.6,75.0,1010.0,False,34.8,162,2.0
0 days 02:35:24.006000,29.6,75.0,1010.0,False,34.6,172,1.5
0 days 02:37:24.005000,29.5,76.0,1010.0,False,34.8,157,1.8
0 days 02:39:24.004000,29.5,76.0,1010.0,False,34.8,177,1.7
0 days 02:40:24.003000,29.6,76.0,1010.0,False,34.8,179,2.0
0 days 02:42:24.001000,29.5,76.0,1010.2,False,34.9,160,2.0
0 days 02:44:24.016000,29.5,76.0,1010.0,False,35.2,173,1.5
0 days 02:46:24.014000,29.5,76.0,1010.0,False,35.0,168,1.7
0 days 02:47:24.014000,29.5,76.0,1010.0,False,34.9,171,1.7
0 days 02:49:24.012000,29.4,76.0,1010.0,False,34.8,176,2.0
0 days 01:03:23.804000,29.8,72.0,1008.5,False,36.7,156,1.1
0 days 01:05:23.818000,29.8,72.0,1008.7,False,37.2,188,1.7
0 days 01:07:23.832000,29.9,72.0,1008.7,False,37.3,171,2.0
0 days 01:09:23.831000,29.9,71.0,1008.7,False,37.2,196,1.7
0 days 01:10:23.830000,29.9,71.0,1008.7,False,37.0,163,1.2
0 days 01:12:23.829000,30.0,72.0,1008.9,False,36.8,162,1.5
0 days 01:14:23.828000,30.0,71.0,1008.9,False,36.8,163,1.6
0 days 01:15:23.843000,30.0,72.0,1008.9,False,36.5,161,1.7
0 days 01:17:23.826000,30.0,73.0,1009.0,False,36.6,168,1.7
0 days 01:19:23.840000,30.0,73.0,1009.0,False,36.8,160,1.6
0 days 01:20:23.839000,30.0,72.0,1009.0,False,36.8,145,1.1
0 days 01:22:23.838000,30.0,72.0,1009.0,False,36.8,181,1.5
0 days 01:24:23.837000,30.1,72.0,1009.0,False,36.6,175,1.5
0 days 01:25:23.836000,30.1,72.0,1009.0,False,36.4,156,1.2
0 days 01:27:23.834000,30.1,72.0,1009.0,False,36.4,160,1.6
0 days 01:29:23.849000,30.1,72.0,1009.0,False,36.5,186,1.5
0 days 01:30:23.848000,30.1,73.0,1009.0,False,36.5,189,1.2
0 days 01:32:23.847000,30.0,73.0,1009.0,False,36.4,185,1.3
0 days 01:34:23.845000,30.0,73.0,1009.2,False,36.3,197,1.5
0 days 01:35:23.844000,30.0,73.0,1009.2,False,36.2,158,1.6
0 days 01:38:23.842000,30.0,72.0,1009.2,False,36.3,174,1.2
0 days 01:40:23.857000,30.0,72.0,1009.2,False,36.2,155,1.6
0 days 01:42:23.840000,30.0,72.0,1009.2,False,36.0,160,1.6
0 days 01:44:23.854000,29.9,73.0,1009.2,False,36.1,166,1.5
0 days 01:46:23.852000,29.9,72.0,1009.2,False,36.0,171,1.7
0 days 01:47:23.852000,29.8,72.0,1009.2,False,36.0,161,1.2
0 days 01:49:23.850000,29.9,72.0,1009.2,False,36.1,167,1.7
0 days 01:51:23.849000,30.0,73.0,1009.2,False,35.7,165,1.3
0 days 01:53:23.863000,30.0,74.0,1009.4,False,35.9,179,1.0
0 days 01:54:23.894000,30.0,74.0,1009.2,False,35.9,181,1.0
0 days 01:56:23.908000,30.0,74.0,1009.5,False,35.9,188,0.8
0 days 01:58:23.907000,30.0,74.0,1009.4,False,35.9,163,0.8
0 days 01:59:23.906000,30.0,74.0,1009.5,False,35.9,168,1.5
0 days 02:01:23.905000,30.0,74.0,1009.5,False,35.9,153,1.5
0 days 02:03:23.919000,30.0,74.0,1009.5,False,35.5,158,1.7
0 days 02:04:23.934000,29.9,74.0,1009.5,False,35.4,180,1.7
0 days 02:06:23.948000,29.9,74.0,1009.7,False,35.3,165,1.7
0 days 02:08:23.978000,29.8,74.0,1009.7,False,35.5,168,2.2
0 days 02:09:23.993000,29.8,74.0,1009.7,False,35.5,165,2.0
0 days 02:11:23.991000,29.7,74.0,1009.7,False,35.5,189,1.7
0 days 02:13:23.990000,29.8,75.0,1009.7,False,35.5,169,1.8
0 days 02:14:23.989000,29.8,74.0,1009.7,False,35.5,167,2.0
0 days 02:16:24.004000,29.7,74.0,1009.9,False,34.8,183,2.4
0 days 02:18:24.002000,29.7,75.0,1009.9,False,35.3,153,2.2
0 days 02:20:24.001000,29.6,74.0,1009.9,False,35.3,165,2.0
0 days 02:22:24,29.6,74.0,1009.9,False,35.0,163,2.4
0 days 02:24:23.998000,29.5,75.0,1009.9,False,34.9,181,2.2
0 days 02:25:23.997000,29.5,75.0,1009.9,False,34.9,173,1.6
0 days 02:27:23.996000,29.5,75.0,1010.0,False,35.0,161,1.8
0 days 02:29:23.995000,29.6,75.0,1010.0,False,35.2,178,1.2
0 days 02:30:24.010000,29.6,75.0,1010.0,False,35.2,156,1.8
0 days 02:32:24.008000,29.7,75.0,1010.0,False,35.3,180,1.7
0 days 02:34:24.007000,29.6,75.0,1010.0,False,34.8,162,2.0
0 days 02:36:24.006000,29.6,76.0,1009.9,False,34.6,174,1.3
0 days 02:37:24.005000,29.5,76.0,1010.0,False,34.8,157,1.8
0 days 02:39:24.004000,29.5,76.0,1010.0,False,34.8,177,1.7
0 days 02:41:24.002000,29.6,76.0,1010.0,False,34.8,173,1.7
0 days 02:42:24.001000,29.5,76.0,1010.2,False,34.9,160,2.0
0 days 02:44:24.016000,29.5,76.0,1010.0,False,35.2,173,1.5
0 days 02:46:24.014000,29.5,76.0,1010.0,False,35.0,168,1.7
0 days 02:47:24.014000,29.5,76.0,1010.0,False,34.9,171,1.7
0 days 02:49:24.012000,29.4,76.0,1010.0,False,34.8,176,2.0
0 days 01:03:23.804000,29.8,72.0,1008.5,False,36.7,156,1.1
0 days 01:05:23.818000,29.8,72.0,1008.7,False,37.2,188,1.7
0 days 01:06:23.817000,29.9,71.0,1008.7,False,37.3,168,1.0
0 days 01:08:23.832000,29.9,71.0,1008.7,False,37.2,183,1.2
0 days 01:10:23.830000,29.9,71.0,1008.7,False,37.0,163,1.2
0 days 01:11:23.830000,30.0,71.0,1008.9,False,36.7,172,1.7
0 days 01:13:23.828000,30.0,72.0,1008.9,False,36.8,163,1.2
0 days 01:15:23.843000,30.0,72.0,1008.9,False,36.5,161,1.7
0 days 01:17:23.826000,30.0,73.0,1009.0,False,36.6,168,1.7
0 days 01:18:23.841000,30.0,73.0,1009.0,False,36.2,175,1.2
0 days 01:20:23.839000,30.0,72.0,1009.0,False,36.8,145,1.1
0 days 01:22:23.838000,30.0,72.0,1009.0,False,36.8,181,1.5
0 days 01:23:23.837000,30.1,72.0,1009.0,False,36.6,158,1.5
0 days 01:25:23.836000,30.1,72.0,1009.0,False,36.4,156,1.2
0 days 01:27:23.834000,30.1,72.0,1009.0,False,36.4,160,1.6
0 days 01:28:23.849000,30.1,72.0,1009.0,False,36.4,173,1.6
0 days 01:30:23.848000,30.1,73.0,1009.0,False,36.5,189,1.2
0 days 01:32:23.847000,30.0,73.0,1009.0,False,36.4,185,1.3
0 days 01:33:23.846000,30.0,73.0,1009.0,False,36.3,187,1.1
0 days 01:35:23.844000,30.0,73.0,1009.2,False,36.2,158,1.6
0 days 01:37:23.843000,30.0,73.0,1009.2,False,36.3,154,1.6
0 days 01:40:23.857000,30.0,72.0,1009.2,False,36.2,155,1.6
0 days 01:42:23.840000,30.0,72.0,1009.2,False,36.0,160,1.6
0 days 01:44:23.854000,29.9,73.0,1009.2,False,36.1,166,1.5
0 days 01:46:23.852000,29.9,72.0,1009.2,False,36.0,171,1.7
0 days 01:47:23.852000,29.8,72.0,1009.2,False,36.0,161,1.2
0 days 01:49:23.850000,29.9,72.0,1009.2,False,36.1,167,1.7
0 days 01:51:23.849000,30.0,73.0,1009.2,False,35.7,165,1.3
0 days 01:53:23.863000,30.0,74.0,1009.4,False,35.9,179,1.0
0 days 01:54:23.894000,30.0,74.0,1009.2,False,35.9,181,1.0
0 days 01:56:23.908000,30.0,74.0,1009.5,False,35.9,188,0.8
0 days 01:58:23.907000,30.0,74.0,1009.4,False,35.9,163,0.8
0 days 01:59:23.906000,30.0,74.0,1009.5,False,35.9,168,1.5
0 days 02:01:23.905000,30.0,74.0,1009.5,False,35.9,153,1.5
0 days 02:03:23.919000,30.0,74.0,1009.5,False,35.5,158,1.7
0 days 02:04:23.934000,29.9,74.0,1009.5,False,35.4,180,1.7
0 days 02:06:23.948000,29.9,74.0,1009.7,False,35.3,165,1.7
0 days 02:08:23.978000,29.8,74.0,1009.7,False,35.5,168,2.2
0 days 02:09:23.993000,29.8,74.0,1009.7,False,35.5,165,2.0
0 days 02:11:23.991000,29.7,74.0,1009.7,False,35.5,189,1.7
0 days 02:13:23.990000,29.8,75.0,1009.7,False,35.5,169,1.8
0 days 02:14:23.989000,29.8,74.0,1009.7,False,35.5,167,2.0
0 days 02:16:24.004000,29.7,74.0,1009.9,False,34.8,183,2.4
0 days 02:18:24.002000,29.7,75.0,1009.9,False,35.3,153,2.2
0 days 02:20:24.001000,29.6,74.0,1009.9,False,35.3,165,2.0
0 days 02:22:24,29.6,74.0,1009.9,False,35.0,163,2.4
0 days 02:24:23.998000,29.5,75.0,1009.9,False,34.9,181,2.2
0 days 02:25:23.997000,29.5,75.0,1009.9,False,34.9,173,1.6
0 days 02:27:23.996000,29.5,75.0,1010.0,False,35.0,161,1.8
0 days 02:29:23.995000,29.6,75.0,1010.0,False,35.2,178,1.2
0 days 02:30:24.010000,29.6,75.0,1010.0,False,35.2,156,1.8
0 days 02:32:24.008000,29.7,75.0,1010.0,False,35.3,180,1.7
0 days 02:34:24.007000,29.6,75.0,1010.0,False,34.8,162,2.0
